screen_name,state,URLs
NHGOP,"New Hampshire","http://abcnews.go.com/Politics/wireStory/ig-emails-clintons-server-top-secret-36381492,http://bit.ly/1ZmTuiC,http://bit.ly/207VuO8,http://fitn.gop/fitn-presidential-town-hall/,http://maggiesmia.tumblr.com/,http://nhgop.org/news-press/clinton-campaigns-with-first-in-the-nation-foe,http://nhgop.org/news-press/hassan-embarrassed-by-premature-gloating,http://nhgop.org/news-press/nh-tax-relief-takes-effect-despite-hassan-budget-veto,http://nhgop.org/news-press/nhgop-announces-speakers-for-fitn-presidential-town-hall,http://vtgop.org/first-in-the-nation-raffle/,http://www.fitn.gop,http://www.realclearpolitics.com/articles/2016/01/13/hillary_clintons_coming_legal_crisis_129293.html,http://www.seacoastonline.com/article/20160108/NEWS/160109376/101050/OPINION,http://www.wmur.com/politics/jeb-bush-confirms-appearance-at-nhgops-firstinnation-town-hall/37258572,https://twitter.com/alisonkingNECN/status/690226888464318465,https://twitter.com/AmericaRising/status/689577083303919617,https://twitter.com/BenSasse/status/69064"
OhioSenateGOP,Ohio,"http://eepurl.com/bNwiVH,http://m.newswatchman.com/news/article_b101d38b-31be-5f3a-b4d2-ca0f60e9f431.html?mode=jqm,http://ohiosenate.gov/faber/press/senate-president-faber-issues-statement-on-retirement-of-senator-widener,http://ohiosenate.gov/widener/press/widener-announces-plans-to-retire-after-more-than-two-decades-of-public-service,http://ow.ly/WL6fr,http://ow.ly/WTZFv,http://ow.ly/WuKBe,http://ow.ly/WXZr9,http://ow.ly/WztXG,http://ow.ly/X1ynq,http://ow.ly/X3Hgd,http://ow.ly/X4bwm,http://ow.ly/X7PLX,http://ow.ly/X7Rj5,http://ow.ly/XhEFv,http://ow.ly/XhViy,http://ow.ly/XKXeh,http://ow.ly/XLdpL,http://ow.ly/Xw2f4,http://ow.ly/Xy353,http://ow.ly/XywEt,http://timesgazette.com/news/5069/parking-for-veterans,http://www.lsc.ohio.gov/fellowship/,http://www.mansfieldnewsjournal.com/story/news/local/2016/01/07/spread-light-week-kicks-saturday/78431710/,http://www.ohiochannel.org/MediaLibrary/OhioChannelLive.aspx?liveStreamId=2,http://www.publicsafety.ohio.gov/video_challenge/index.html,http://www.wkyc.com/story/new"
PASenateGOP,Pennsylvania,"http://dlvr.it/DB53zN,http://dlvr.it/DBbcTz,http://dlvr.it/DBcZGn,http://dlvr.it/DCyyYc,http://dlvr.it/DD0DSH,http://dlvr.it/DGvfw9,http://dlvr.it/DKrkhd,http://dlvr.it/DKvRCW,http://dlvr.it/DLTvL5,http://dlvr.it/KKyvqC,http://dlvr.it/KKyz63,http://goo.gl/P020jO,http://PASenateGOP.com,http://senateaddress.pasen.gov"
RealBenCarson,na,"http://BenCarson.com,http://bencarson.com/events,http://bencarson.com/events/revive,http://bencarson.com/faith,http://bencarson.com/issues/foreign-policy,http://bencarson.com/issues/government-reform,http://bencarson.com/issues/immigration,http://bencarson.com/issues/tax-reform,http://bencarson.com/students,http://crsn.co/1JZNZ7O,http://crsn.co/1lrVZ5V,http://crsn.co/1nfNcWu,http://crsn.co/1nl5YLO,http://crsn.co/1OLSCz6,http://crsn.co/1ORmnO6,http://crsn.co/1P0DcXQ,http://crsn.co/1PQGrkD,http://crsn.co/1QmK4U0,http://crsn.co/1R9Iupv,http://crsn.co/1U7siTG,http://crsn.co/1UPDowA,http://crsn.co/1WN2zkY,http://crsn.co/1WN4nuu,http://crsn.co/1ZC9iyb,http://crsn.co/23ckQNa,http://crsn.co/BC2DCVolunteer,http://crsn.co/BCPrayerBreakfast,http://crsn.co/BCyardsigns,http://crsn.co/CarsonCyberSecurity,http://crsn.co/CarsonFlatTax,http://crsn.co/CarsonForeignPolicy,http://crsn.co/CarsonPrayerBox,http://crsn.co/CarsonPrayerBreakfast,http://crsn.co/DailyPrayerTopics,http://crsn.co/DefeatISIS,http://crsn.co/FairTaxSystem,ht"
realDonaldTrump,na,"http://abcn.ws/1QyqpQY,http://bit.ly/1ITGy1D,http://bit.ly/1KbvjCf,http://bit.ly/1niL6oL,http://bit.ly/1RD5e1w,http://blackrepublican.blogspot.com/2016/01/national-black-republican-association.html,http://illinoisreview.typepad.com/illinoisreview/2016/01/carson-supporter-files-to-oust-ted-cruz-from-illinois-gop-primary-ballot.html,http://insider.foxnews.com/2016/01/18/judge-jeanine-slams-haley-gop-establishment-start-supporting-your-partys-frontrunner,http://m.richmond.com/obituaries/article_80ca0100-a435-5a87-814b-03d039e997c2.html?mode=jqm,http://mobile.nytimes.com/2015/04/24/us/politics/at-new-york-reception-ted-cruz-is-said-to-strike-different-tone-toward-gays.html?referer=,http://mobile.wnd.com/2015/12/minorities-line-up-behind-donald-trump/,http://nbcnews.to/1Vnti6D,http://nypost.com/2016/01/31/trump-winning-over-latino-republicans-poll-says/,http://nyti.ms/1T2ddnW,http://nyti.ms/1WtXJcs,http://republicannewswatch.com/wp/?p=13982,http://therightscoop.com/media-gleefully-reporting-al-shabab-video-with-tr"
RhodeIslandGOP,"Rhode Island","http://bit.ly/1mSEIEz,http://bit.ly/1n76ltx,http://bit.ly/1ZavDb2,http://dlvr.it/DBkn1Y,http://go.turnto10.com/1Zar8gK,http://gop.cm/1O6eLaZ,http://instagram.com/p/BAxFUrqImIQ/,http://ow.ly/3yERvz,http://ow.ly/WACqH,http://ow.ly/WACRn,http://ow.ly/WARQA,http://ow.ly/WBZQH,http://ow.ly/WGvgJ,http://ow.ly/WH7Hb,http://ow.ly/WHqgu,http://ow.ly/WJ3jn,http://ow.ly/WJogI,http://ow.ly/WKe4N,http://ow.ly/WKebn,http://ow.ly/WKsCX,http://ow.ly/WKzUt,http://ow.ly/WMtYa,http://ow.ly/WN9JG,http://ow.ly/WN9nX,http://ow.ly/WpNqm,http://ow.ly/WPxbf,http://ow.ly/WPxo7,http://ow.ly/WPyt3,http://ow.ly/WR5IQ,http://ow.ly/WR6b6,http://ow.ly/WsFyL,http://ow.ly/WTTga,http://ow.ly/WvVoX,http://ow.ly/WWEag,http://ow.ly/WWIB6,http://ow.ly/WxibA,http://ow.ly/Wxmf4,http://ow.ly/WxrQg,http://ow.ly/WxSEo,http://ow.ly/WyHZj,http://ow.ly/WyIC7,http://ow.ly/WZGG5,http://ow.ly/WZI6w,http://ow.ly/X2VIH,http://ow.ly/X2WGX,http://ow.ly/X6uuH,http://ow.ly/X6uVW,http://ow.ly/X969v,http://ow.ly/XABKf,http://ow.ly/XBHu0,http://ow.ly/XBs81,http://ow."
scsenategop,"South Carolina","http://bit.ly/1lku8Vj,http://bit.ly/1RHyIeI,https://www.facebook.com/scsenategop/videos/10153870869282329/"
sdgop,"South Dakota","http://kelo.com/news/articles/2016/jan/04/noem-rounds-have-problems-with-obama-gun-control/,http://rapidcityjournal.com/now/today/rcj/most-depressing-statistics-for-south-dakota-democrats/collection_b33a5104-af17-11e5-bd2c-ffc990587c58.html,http://southdakotagop.com/,http://www.foxbusiness.com/features/2016/01/11/fox-business-network-to-live-stream-gop-presidential-debates-january-14.html,https://twitter.com/nelsonforsd/status/684359434227732480,https://www.youtube.com/watch?v=AqzGwlLCa9E&feature=youtu.be"
senatenj,"New Jersey","http://on.doi.gov/1SegX78,http://www.nj.com/morris/index.ssf/2016/01/christophers_law_honors_boy_killed_in_lake_hopatco.html#incart_river_home,http://www.nj.com/morris/index.ssf/2016/01/womans_perseverance_led_to_law_honoring_cop_who_di.html#incart_river_index,http://www.nj.gov/oag/dcj/humantrafficking/,http://www.senatenj.com/index.php/bateman/senate-passes-bateman-legislation-to-increase-standards-for-school-nurse-certification/25062,http://www.senatenj.com/index.php/district9/connors-rumpf-gove-repeal-the-death-tax/25432,http://www.senatenj.com/index.php/general/agenda-for-new-jersey-senate-session-on-thursday-january-7-2016/25050,http://www.senatenj.com/index.php/holzapfel/christie-signs-holzapfel-bill-to-protect-kids-from-being-hit-by-school-buses/25427#more-25427,http://www.senatenj.com/index.php/tomkean/kean-nj-dems-ongoing-panynj-obstruction-hurts-commuters-taxpayers/25063,http://www.senatenj.com/index.php/tomkean/now-law-kean-bill-to-create-e-drivers-license-opportunity/25356,http://www.senatenj.com/"
SenateRepCaucus,California,"http://bit.ly/1OvOovm,http://cssrc.us/content/senate-republican-leader-fuller-recognizes-korean-american-day,http://dlvr.it/DBj6Xv,http://dlvr.it/DBJ8qd,http://dlvr.it/DCbgzD,http://dlvr.it/DCBzb6,http://dlvr.it/DCC1f0,http://dlvr.it/DCC4Cn,http://dlvr.it/DChzd2,http://dlvr.it/DChzSc,http://dlvr.it/DCj0fs,http://dlvr.it/DCj19r,http://dlvr.it/DCj1N4,http://dlvr.it/DCj1ZC,http://dlvr.it/DCj3Nd,http://dlvr.it/DCj3vP,http://dlvr.it/DCj4M4,http://dlvr.it/DCj5Rm,http://dlvr.it/DDD4BX,http://dlvr.it/DFXbtj,http://dlvr.it/DFXdhZ,http://dlvr.it/DFXkcV,http://dlvr.it/DGdm6W,http://dlvr.it/DGXdrp,http://dlvr.it/DGXdSW,http://dlvr.it/DH3tqg,http://dlvr.it/DHcjg9,http://dlvr.it/DHX6xd,http://dlvr.it/DHX9vN,http://dlvr.it/DHXBjp,http://dlvr.it/DHXBmB,http://dlvr.it/DKRvWK,http://dlvr.it/DKYPmh,http://dlvr.it/DKzV6B,http://dlvr.it/DL51hq,http://dlvr.it/DLWfbL,http://dlvr.it/DLWhHh,http://dlvr.it/DLWk9M,http://dlvr.it/DLWm1J,http://dlvr.it/DLWm50,http://dlvr.it/DLWp0r,http://dlvr.it/DLWpwL,http://dlvr.it/DLWY7G,http://dlvr.i"
tedcruz,na,"http://tedcruz.org/events,http://votetedcruz.com/ia,http://www.c-span.org/video/?403939-1/ted-cruz-campaign-rally-iowa-city-iowa,https://amp.twimg.com/v/8581bf98-5060-477b-bb8e-543475db251b,https://twitter.com/iowacruzgirl/status/693834041099993089,https://twitter.com/jaketapper/status/693800968970977280,https://twitter.com/meetthepress/status/693797624718036993,https://twitter.com/right_pilot/status/693801836877352960,https://www.youtube.com/watch?v=7wHL9XlOPO0"
TNGOP,Tennessee,"http://abcn.ws/1mBUGTw,http://duncan.house.gov/press-release/gun-executive-orders-unconstitutional,http://fb.me/4dxSi3x5T,http://fleischmann.house.gov/press-release/fleischmann-votes-repeal-obamacare-and-defund-planned-parenthood,http://goo.gl/itwF8I,http://gop.com/what-they-are-saying-sanders-blowout/,http://gunsarenext.com,http://iwillchooselife.com/,http://latino.foxnews.com/latino/opinion/2016/01/28/reince-priebus-school-choice-lifts-all-communities/,http://nyti.ms/1l4icqo,http://on.wsj.com/1mJFjIx,http://ow.ly/WF6oW,http://ow.ly/WFnLk,http://politi.co/1OqNDnk,http://politi.co/1OYR98A,http://roe.house.gov/news/documentsingle.aspx?DocumentID=397974,http://spkrryan.us/1Sxzn1k,http://thehill.com/blogs/blog-briefing-room/news/264630-poll-most-name-government-americas-biggest-problem,http://tinyurl.com/jaxsdlq,http://tngop.org/events/,http://tngop.org/tngop-statement-commemorating-the-legacy-of-dr-martin-luther-king-jr/,http://tngop.org/tngop-statement-on-opening-of-second-session-of-the-109th-general-assembly"
UtahGOP,Utah,"http://utah.gop/caucus-hq/,https://www.facebook.com/UTGOP"
VASenateGOP,Virginia,http://fb.me/4bqZaixOu
WVGOP,"West Virginia","http://bit.ly/1PDZRis,http://bit.ly/1ZmKxWJ,http://campaign.r20.constantcontact.com/render?ca=1b0ef71e-9bb9-4ac4-b42a-d7e4b8afe5ad&c=d087aa40-7cba-11e3-b43d-d4ae52754950&ch=d1572f40-7cba-11e3-b497-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=24b23341-6256-4e80-91bc-053026f98343&c=04b00560-7cbb-11e3-baa0-d4ae52754950&ch=055d5c60-7cbb-11e3-bb31-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=31d03d63-848e-4a03-9b51-169be8884899&c=5e7129d0-7cbb-11e3-90d9-d4ae52754950&ch=5f1d9670-7cbb-11e3-913d-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=428378a4-c9d7-4885-a9e8-38c17b8ad10e&c=04b00560-7cbb-11e3-baa0-d4ae52754950&ch=055d5c60-7cbb-11e3-bb31-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=a172b11b-d756-41f4-a5c9-fb3f5919305b&c=d087aa40-7cba-11e3-b43d-d4ae52754950&ch=d1572f40-7cba-11e3-b497-d4ae52754950,http://campaign.r20.constantcontact.com/render?ca=a17dcef0-3e33-408f-9c00-8bddc1e57675&c=f7e65850-8211-11e3-961b-d4ae529cddd3&ch=f8233a40-8211-11e3-96"
